customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2778MTDIL,Female,1,Yes,Yes,13,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),76,866,No
2019SFGAN,Female,1,Yes,No,5,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,87,252,No
2393OCCCF,Male,0,Yes,Yes,34,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Electronic check,47,711,Yes
4843THALA,Male,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),92,261,Yes
3407ZHQDV,Female,0,Yes,Yes,8,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),113,434,No
2448CVEWF,Male,1,No,No,47,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,108,873,Yes
1540JGGFX,Female,0,Yes,No,18,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),33,767,Yes
8856GDTTT,Female,1,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86,199,No
5106JCTOV,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),99,602,Yes
9918EBZJL,Female,0,Yes,No,8,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),85,466,No
1417BLYQM,Male,0,No,No,42,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62,663,No
5452EEMDJ,Male,1,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32,710,Yes
6710LMVET,Female,0,Yes,No,12,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,38,694,Yes
1723KPLQW,Female,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,102,19,Yes
1814XVIEQ,Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30,95,No
3108SDAGU,Male,1,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,106,113,Yes
7282KYAGG,Male,0,No,Yes,68,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),94,677,No
4310CGCGW,Male,0,No,Yes,52,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,84,688,No
7113FBWRN,Male,1,Yes,Yes,18,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,61,681,No
3349UESOH,Male,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),116,443,No
7729MXDZR,Male,0,Yes,No,50,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),81,153,Yes
3548XFWGQ,Female,0,No,No,3,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),125,16,No
8803BCPKL,Male,1,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,26,933,Yes
5389GBOAL,Male,1,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),66,77,No
9574XTHQF,Male,1,No,No,28,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58,15,No
2995RSOYU,Male,0,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,76,70,No
6584GITLM,Female,1,Yes,Yes,0,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),63,543,No
3927ZTOAE,Female,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),69,71,Yes
1123LVFHQ,Female,0,No,No,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,53,407,Yes
6574AWIFM,Female,0,No,No,0,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),118,865,Yes
5483YCLBW,Male,0,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21,722,No
9090JQUMJ,Male,1,Yes,Yes,13,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),25,517,Yes
7272RCICN,Male,1,Yes,Yes,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44,528,No
3785CHJDX,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,109,91,Yes
8217VJNYZ,Male,1,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),100,172,Yes
7674AGYCG,Female,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,74,706,Yes
5285IZAWC,Male,1,Yes,No,38,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),104,487,No
3984YUZRS,Female,0,Yes,Yes,22,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),64,700,Yes
7105EDNAI,Male,1,No,Yes,31,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,49,941,Yes
5541COOVJ,Female,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30,944,No
9041COIJS,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,104,921,No
7725AZPPS,Female,1,No,No,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22,228,No
9265KIVWT,Female,1,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),109,761,No
3200BSEIP,Female,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96,655,No
9277CJCPS,Male,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,23,824,No
1637EJGZJ,Female,1,No,Yes,0,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),53,25,No
6328DUUZK,Male,1,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),42,378,Yes
6544ATWGX,Male,1,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,58,129,No
9819XPHMW,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28,366,Yes
1540IQTYP,Female,0,No,No,11,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),51,602,No
9094KPAUC,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,57,226,No
6185QTQBK,Female,1,No,No,21,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,51,421,No
5372DPDOK,Male,1,No,No,31,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Two year,No,Electronic check,87,366,No
9060KQTRC,Female,1,Yes,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,17,397,Yes
8712EMYVN,Male,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),110,471,Yes
4225ZHGQC,Male,1,Yes,No,21,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,67,548,No
9662BTABN,Female,0,No,Yes,59,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,25,830,Yes
1937IHBQG,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),99,824,No
6221ACGID,Female,1,No,Yes,0,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),85,792,No
4486ZWPET,Female,0,No,No,51,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,93,998,Yes
4197XEMGY,Female,0,No,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42,665,Yes
4131YVVJG,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,48,500,No
7472PCKIK,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),124,544,No
6233JXHRQ,Male,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,124,543,No
3815YYKDP,Female,0,Yes,No,16,No,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,51,950,No
9777FSKTW,Female,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,102,245,Yes
5604OKQBB,Male,1,Yes,Yes,5,No,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),98,742,No
6144ACXIV,Male,0,Yes,No,65,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,21,702,Yes
5417WCPLO,Female,1,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),115,881,No
1066XJZCZ,Female,0,Yes,No,30,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68,787,Yes
3653LIXNX,Male,1,No,No,29,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,One year,No,Mailed check,91,18,No
3583EUDWG,Male,0,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50,229,No
5506WRFKZ,Male,0,No,Yes,4,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,85,389,Yes
4157BDIFK,Female,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33,854,No
9351PSGSP,Male,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34,438,No
5580JJKOD,Male,1,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,121,368,No
2442BXHOE,Male,0,No,No,30,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84,591,No
8403ZYKGJ,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),44,905,Yes
3408VYSAR,Female,1,Yes,Yes,41,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,28,692,No
2243HQODP,Female,0,Yes,Yes,59,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),87,419,Yes
1685QYNSO,Female,1,Yes,No,61,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,125,212,No
7721HOBOF,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,67,76,No
7242YEXDZ,Male,0,Yes,Yes,15,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33,173,Yes
4953WSCRF,Female,0,Yes,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,98,357,Yes
3232EGLHJ,Male,1,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,88,78,Yes
6530PNTVG,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),98,208,No
2544LWASL,Female,1,No,Yes,40,No,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25,714,Yes
9597LPLWS,Male,0,Yes,Yes,41,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73,838,No
4949CIFOD,Female,1,Yes,Yes,69,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,114,491,Yes
6761NHLNO,Male,1,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39,901,No
5718OEAOR,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),78,849,No
5912MOBNN,Female,1,No,No,45,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,53,211,No
2734NDLYW,Male,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84,300,Yes
1431IDMXE,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,33,591,No
3908YGDKC,Male,1,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33,246,No
8029VSKQT,Male,1,No,Yes,50,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,44,685,No
6214WDYON,Female,1,Yes,No,56,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),93,411,No
5511RBOXH,Male,1,No,Yes,59,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28,637,Yes
3895JJZQZ,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,70,35,Yes
6301MEIWY,Female,0,Yes,No,55,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,108,840,Yes
9079JKGFA,Female,1,No,Yes,15,No,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),35,402,No
4820FPZHD,Male,1,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55,44,Yes
1528BTLJK,Male,0,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),76,423,Yes
7914TFGDO,Male,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Mailed check,106,603,Yes
8797BZGPN,Female,1,No,No,48,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),43,94,Yes
8503LGPYA,Female,1,Yes,Yes,65,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,101,614,Yes
1343ZNNJV,Female,0,Yes,No,65,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),85,682,Yes
5436LWULD,Male,0,No,No,27,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),89,438,No
8437NIBEP,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,22,937,No
2465VSGDM,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,88,259,No
4592NAIKW,Male,1,Yes,No,61,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,94,276,No
9449EPNSB,Male,1,No,No,6,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,52,666,No
5258YXOGM,Male,1,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,93,353,Yes
5865NHBWE,Female,0,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,104,775,No
3595URCIL,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,120,683,Yes
8110FXUAW,Female,1,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),105,497,No
5291HDXWK,Female,0,No,Yes,25,No,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),32,497,No
9824VKKKZ,Female,0,Yes,Yes,16,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,37,729,No
3354PEKAQ,Male,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50,970,Yes
2336AUOWH,Female,1,No,Yes,31,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49,596,No
5879OBUNZ,Male,1,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,108,393,Yes
4226UWGMU,Female,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),89,339,Yes
7835HGKUT,Female,1,Yes,No,30,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),18,374,Yes
5041IOJOA,Male,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,86,773,No
8318UTRMP,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),118,211,Yes
9049KBJDN,Female,1,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),86,810,Yes
3159RVGAF,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),39,731,No
4157XYFXP,Female,1,Yes,No,70,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,63,105,No
3345BKSQT,Female,1,Yes,Yes,28,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),71,794,Yes
3056WPSDJ,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,36,231,Yes
2769YLYRA,Female,0,Yes,No,23,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,66,542,No
7298DQZCS,Male,1,No,Yes,21,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,One year,No,Mailed check,81,59,No
1256RPOCT,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36,203,No
4533DNZBE,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,15,949,Yes
5427BGVIX,Female,1,No,No,5,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,20,252,Yes
3819ZMITW,Male,1,Yes,Yes,38,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,35,643,No
6892TUMVB,Male,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45,681,Yes
3137IJXMO,Female,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63,677,Yes
4701SQXVZ,Female,1,No,No,39,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19,39,No
8726GXPDA,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83,843,No
8776WCNZI,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,121,776,Yes
7748WTRRU,Male,0,No,No,22,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,54,787,Yes
7863YHNUC,Male,1,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),15,631,No
9213DDRDA,Female,0,No,No,34,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),77,223,Yes
7331CCITA,Female,1,Yes,No,3,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,No,Credit card (automatic),38,265,Yes
6361OPMEH,Female,0,No,No,49,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Electronic check,95,335,No
3544BYWCL,Male,0,No,Yes,65,No,No phone service,DSL,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,121,301,No
9898HWYVY,Female,1,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71,653,Yes
8127OVGAW,Female,0,Yes,No,72,No,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108,979,No
9443PXDEH,Male,1,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,45,741,No
3932CVSYG,Male,0,Yes,No,30,No,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),57,20,Yes
3722QRXFP,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),93,161,Yes
2676ETPHX,Female,1,No,No,57,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,103,134,No
4643SXOQH,Female,1,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,72,883,No
2379ILSTE,Male,0,No,Yes,7,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),117,706,No
8727MTMAQ,Male,0,Yes,Yes,67,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),55,37,Yes
7765LUTOV,Male,1,No,Yes,18,No,No phone service,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,59,262,Yes
2373VMUCQ,Male,1,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,84,201,No
8340WULMM,Female,0,Yes,Yes,14,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,44,695,No
7810YJTBO,Male,0,No,Yes,5,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),95,893,Yes
5173HLZZE,Male,0,No,Yes,34,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),103,384,No
1460TAIMU,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,112,614,Yes
5526IMZAV,Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),61,654,No
7921FCZOE,Male,1,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),70,653,No
9559JWYKL,Male,1,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,76,840,No
9997ICPJI,Female,0,No,Yes,70,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24,598,Yes
7736YIGEY,Male,0,No,No,52,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,87,932,No
3527PNYLB,Male,1,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,104,718,Yes
6258LKPQQ,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35,934,No
5955YWMZL,Female,1,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116,708,No
2802PQIHL,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),83,890,No
